baslik_kontrol,input_kontrol,buton_kontrol,resim_kontrol,submit_kontrol,link_kontrol,sifre_alani_kontrol,mail_alani_kontrol,gizli_etiket_kontrol,ses_dosyasi_kontrol,video_kontrol,input_sayisi,buton_sayisi,resim_sayisi,secenek_sayisi,liste_sayisi,TH_sayisi,TR_sayisi,href_sayisi,paragraf_sayisi,script_sayisi,baslik_uzunlugu,url,label
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,https://tcpw7mwm.dreamwp.com/auth/privatkunden.php,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,https://tcpw7mwm.dreamwp.com/auth,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,15,https://pt.43-201-146-93.cprapid.com/info1/,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,http://ovk78689809sdk.neuropraxis-nv.de/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,https://www.voltcoinwallet.co.uk/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,3,3,7,51,http://tinyurl.com/verificautenzabper,1
,1,1,0,0,1,1,0,1,0,0,11,1,0,0,3,0,0,6,3,9,13,https://av-receiver-experte.de/goiforthenewseconguasionos/#redacted@abuse.ionos.com,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dpdplhmea.clognurtco.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhlukfnyl.clognurtco.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhlukuwgv.kinglonsipithoga.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de5652.kinglonsipithoga.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhluktbvo.quevasuhard.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de2561.quevasuhard.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhlukoubm.peacofmu.ml/,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de1395.scuflicharthewer.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dpdpltxzx.hecello.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhlukyfsb.hecello.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhluknfsb.lankoron.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de3285.lankoron.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dpdplkrct.winblawgamoulneumo.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhlukhsbq.winblawgamoulneumo.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://dhl-de9413.winblawgamoulneumo.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplgfjc.reochilbyo.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpliuvc.scuflicharthewer.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplxheq.peacofmu.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpllgjn.quevasuhard.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplidtn.kinglonsipithoga.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovplynuq.clognurtco.ml,1
,1,0,0,1,1,0,0,0,0,0,3,0,0,0,22,0,0,2,11,8,21,https://mingovpliytc.winblawgamoulneumo.ml,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,21,https://is.gd/44VjWR,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,5,https://netbank.nordea.dk/login/,1
,1,1,0,0,1,0,0,1,0,0,5,17,0,0,82,3,9,8,0,17,7,https://v6.ethdifi20cy.com/trade/index/index.html?code=12036,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://account.oncallwriter.com/jp,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,14,0,0,9,4,6,6,https://abvbg6.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,14,0,0,9,4,6,6,https://abvbg9.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,14,0,0,9,4,6,6,https://abvbg59.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,2,1,0,0,43,0,0,13,7,65,5,https://ac6.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,4,0,0,9,5,6,10,https://alphabank52.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,9,3,6,10,https://alphabank92.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,5,0,0,9,4,6,4,https://aol0.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,6,4,https://aol65.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,6,4,https://aol69.godaddysites.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,7,https://aolcom1.godaddysites.com/,1
